Tiêu đề,Địa chỉ,Miêu tả,Ngày đăng,Ngày hết hạn,Giá,Diện tích,Hướng nhà,Hướng ban công,Số phòng,Vệ sinh,Mặt tiền,Chiều rộng mặt tiền,Số tầng,Tình trạng  pháp lý,Nội Thất Cao Cấp,Loại danh sách,ID danh sách
"Bán nhà phân lô Thái Hà, Đống Đa 40mx4 Tầng, MT 3.5m- 13.5Tỷ, 2 mặt ngõ Ô Tô Tránh, Kinh Doanh Đỉnh","Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội","- Bán nhà riêng phố Thái Hà - trung tâm kinh tế sầm uất của quận Đống Đa. Nhà nằm trong ngõ ô tô tránh, giao thông thuận lợi, kết nối nhanh chóng đến các phố lớn như Chùa Bộc, Tây Sơn, Láng Hạ, Nguyễn Chí Thanh  - Tiện ích xung quanh đầy đủ:  Gần các TTTM Vincom Phạm Ngọc Thạch, ParkSon... Đại học Thủy Lợi, Công Đoàn, HV Ngân Hàng Bệnh viện Đống Đa, Nông Nghiệp, Châm Cứu TW... Khu vực đông đúc, tiện cho sinh hoạt và kinh doanh, khai thác cho thuê hiệu quả. - Nhà bán 2 mặt ngõ, thoáng trước sau. Không gian thoáng mát, sân sau rộng để xe ô tô, thuận tiện cho gia đình và khách hàng khi kinh doanh. - Thiết kế 4 tầng hiện đại đầy đủ công năng sử dụng. - Anh chị bán nhanh để xử lý việc, giá cả thương lượng tốt. - Sổ đỏ chính chủ, sẵn sàng giao dịch Liên hệ Minh  0837 316 ***  xem nhà 24/7",09/11/2024,19/11/2024,"13,8 tỷ",40 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,N/A,N/A,"3,5 m",5 tầng,N/A,N/A,N/A,Tin thường,41142845
"Nhỉnh 13 tỷ Mặt ngõ Chùa Bộc - Đống Đa, ô tô tránh, kinh doanh siêu đông khách, 39m2*5 tầng.","Ngõ 165, Phố Chùa Bộc, Phường Trung Liệt, Đống Đa, Hà Nội","Phân lô - Ô tô tránh - Kinh doanh đắc địa. + Khu phân lô, ô tô đỗ cửa, kinh doanh, khu hiếm nhà bán. + Sát trường đại học Thủy Lợi và Công đoàn. Phố sinh viên sầm uất. + Hiện đang cho thuê kinh doanh tầng 1 và các phòng thuê. + Sổ đỏ chính chủ. + Liên hệ  0975 282 ***  để được xem nhà.",02/11/2024,12/11/2024,"13,8 tỷ",39 m²,5 tầng,Sổ đỏ/ Sổ hồng.,N/A,N/A,3 m,6 m,N/A,N/A,N/A,Tin thường,41394490
"Phân lô Thái Hà vỉa hè ô tô tránh 2 mặt ngõ! Kinh doanh sầm uất, ngõ thông, ban công các tầng","Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội","Bán nhà phân lô ô tô tránh thái hà - vỉa hè đá bóng - kinh doanh sầm uất - ngõ thông thoáng trước nhà - các tầng đều có ban công cửa sổ - 2 mặt ô tô tránh - sổ phân lô xịn đét sang tên ngay - an ninh đỉnh. - Chính chủ gửi bán nhanh căn nhà phân lô kinh doanh Thái Hà 45m² xây 5 tầng giá chào chỉ 13,8 tỷ (thương lượng sâu). - Phố vip Thái Hà kinh doanh sầm uất, xung quanh trường học, bệnh viện, chợ dân sinh, TTTM, tòa nhà vp, hàng quán,... Không thiếu thứ gì. Ở hay cho thuê, kinh doanh đều cực sướng. - Thiết kế 5 tầng tổng 4 phòng ngủ, phòng nào cũng có cửa sổ thoáng sáng. Nhà chủ tự xây tâm huyết, thiện chí bán. Hàng xóm xung quanh thiện lành, dân trí cao, an ninh tốt. - Sổ phân lô vuông đét không tì vết. Chờ chủ mới sang tên ngay. Liên hệ  0365 494 ***  - em Nghị - chuyên mua bán, ký gửi Bất Động Sản khu vực Hà Nội.",08/11/2024,18/11/2024,"13,8 tỷ",45 m²,4 phòng,Sổ đỏ/ Sổ hồng,N/A,N/A,5 tầng,4 phòng,Đầy đủ,N/A,N/A,Tin thường,41260731
"Hot! Hàng hiếm! Nhà Thái Hà 35m2, T2 là 40m2, 4 tầng, mặt tiền 3,4m phân lô, ô tô tránh, chỉ 13,8tỷ","Ngõ 165, Phố Thái Hà, Phường Ô Chợ Dừa, Đống Đa, Hà Nội","Hot! Hàng hiếm! Bán nhà Thái Hà 35m², từ tầng 2 là 40m², 4 tầng, mặt tiền 3,4m, phân lô, ô tô tránh, nhà trung tâm Đống Đa, 2 mặt ngõ thoáng mát, chỉ 13.8 tỷ, không lỗi phong thuỷ! - Vị trí: Nhà nằm gần mặt phố Thái Hà, ngõ 165 Thái Hà ô tô tránh, tiện ích bạt ngạt các quán Cà phê, nhà hàng ăn uống, giải trí. Ngõ trước nhà ô tô đua nhau, thông ra khắp các ngả. - Dân trí cao, an ninh tốt. Xe ô tô đỗ trước cửa không bao giờ mất gương. + Hiện trạng: Mỗi tầng 2 phòng ngủ rộng, sạch sẽ thoáng mát, nhà hai mặt thoáng nên phòng nào cũng có 2 cửa sổ thoáng. + Sổ đỏ chính chủ, giao dịch ngay. Chủ nhà thiện chí. Liên hệ em ngay  0966 079 ***",08/11/2024,18/11/2024,"13,8 tỷ",35 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,N/A,N/A,"3,4 m",4 tầng,N/A,N/A,N/A,Tin thường,41469435
Phân lô - ô tô - Thái Hà - trung tâm Đống Đa - 2 mặt ngõ ô tô - dân trí cao - an sinh tuyệt vời,"Ngõ 165, Phố Thái Hà, Phường Láng Thượng, Đống Đa, Hà Nội","- Vị trí: Nhà nằm gần mặt phố Thái Hà, ngõ 165 Thái Hà ô tô tránh, tiện ích bạt ngạt các quán Cà phê, nhà hàng ăn uống, giải trí. Ngõ trước nhà ô tô đua nhau, thông ra khắp các ngả. - Dân trí cao, an ninh tốt. Xe ô tô đỗ trước cửa k bao giờ mất gương. + Hiện trạng: Mỗi tầng 2 phòng ngủ rộng, sạch sẽ thoáng mát, nhà hai mặt thoáng nên phòng nào cũng có 2 cửa sổ thoáng. + Sổ đỏ chính chủ, giao dịch ngay. + Chủ nhà thân thiện, muốn bán nhà về ở cùng con cháu. LH. F: Thanh - Tư vấn BĐS thổ cư 24/7.",04/11/2024,20/11/2024,"13,8 tỷ",40 m²,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"3,6 m",5 m,4 phòng,N/A,N/A,Tin thường,41425659
"Chỉ 13.8 tỷ - Trần Hữu Tước, Đống Đa - thang máy - kinh doanh - ở ngay - gần phố","Đường Trần Hữu Tước, Phường Nam Đồng, Đống Đa, Hà Nội","Bán nhà thang máy, ở ngay, dân xây, gần phố, ngõ thông kinh doanh tại phố trần hữu tước quận đống đa với các thông số: - Diện tích 48m, mặt tiền 5m, xây dựng 8 tầng khung cột bê tông, nội thất cao cấp, thang máy nhập khẩu. - Kết cấu bê tông khung cột gồm 5 phòng ngủ thoáng sáng và 1 cửa hàng. - Khu vực an sinh đỉnh cao, ngõ thông, 30m ra mặt phố, 70m ra hồ điều hòa, ngõ rộng 3,5m, vài bước chân ra ngã 6 Ô Chợ Dừa. - Tiện ích đầy đủ, ngõ xóm văn minh, giao thông thuận tiện kết nối nhiều tuyến phố huyết mạch như: Hồ Đắc Di, Đặng Văn Ngữ, Xã Đàn, Phạm Ngọc Thạch, Tây Sơn, Nguyễn Lương Bằng... - Sổ đỏ vuông vắn, giao dịch ngay. Gía chào chỉ: 13.8 tỷ (có thương lượng). Liên hệ xem nhà ngay hôm nay:  0919 922 *** Tài nhà đất).",07/11/2024,18/11/2024,"13,8 tỷ",48 m²,Đông - Bắc,Đông - Bắc,5 phòng,6 phòng,5 m,"2,5 m",8 tầng,Sổ đỏ/ Sổ hồng,N/A,Tin thường,41197051
"Bán nhà Trần Hữu Tước, Hồ Đắc Di - lô góc - 46m - thang máy 13.8 tỷ","Đường Trần Hữu Tước, Phường Nam Đồng, Đống Đa, Hà Nội","Chính chủ gửi cần bán gấp nhà tại phố Trần Hữu Tước, lô góc - 46m - 8 tầng xây mới - thang máy nhập khẩu- giá 13.8 tỷ có TL. Vị trí tuyệt vời, vài bước chân ra Hồ Đắc Di, chỉ 20m ra mặt phố Trần Hữu Tước, khu vực hiếm nhà bán. Xung quanh đầy đủ trường học các cấp, có khu vui chơi trẻ em, khu tập thể dục công cộng....gần hồ không khí cực thoáng mát. Bãi gửi xe ô tô gần cách nhà 200m. Mặt phố Trần Hữu Tước ô tô tránh, dừng đỗ thuận tiện. Nhà thiết kế hiện đại, thông sàn, thang máy nhập khẩu xịn sò, có khu BBQ cực kỳ chill , phù hợp phong cách sống hiện đại. Nhà đủ 4 ngủ rộng rãi khép kín, phù hợp gia đình cần nhiều phòng ngủ, gia đình nhiều thế hệ.  Sổ đỏ đẹp, chính chủ cầm tay, sẵn sàng giao dịch. Liên hệ ngay  0866 513 ***  Trịnh Thị Thu Lam để biết thêm chi tiết.",07/11/2024,22/11/2024,"13,8 tỷ",46 m²,Đông - Bắc,8 tầng,6 phòng,Sổ đỏ/ Sổ hồng,"4,6 m",2 m,4 phòng,Cơ bản,N/A,Tin thường,41218825
"Đẳng cấp, phân lô vỉa hè, Thái Hà, Đống Đa nhà đẹp ở luôn, đường ôtô, vài bước ra phố 38m2, 13.8 tỷ","Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội","Phân lô - ô tô - Thái Hà - trung tâm Đống Đa - hai mặt trước sau đều ô tô tránh - vị trí tuyệt đẹp, khu tiếp giáp với nhiều tuyến phố vip Thái Thịnh, Tây Sơn, Chùa Bộc, Nguyễn Lương Bằng, Yên Lãng, Láng Hạ, Lê Văn Lương, Nguyễn Trãi, Vũ Trọng Phung, Nguyễn Tuân. - Nhà nằm gần mặt phố Thái Hà, ngõ Thái Hà ô tô tránh, tiện ích bạt ngạt các quán Cà phê, nhà hàng ăn uống, giải trí. Ngõ trước nhà ô tô đua nhau, thông ra khắp các ngả. - Dân trí cao, an ninh tốt. Xe ô tô đỗ trước cửa k bao giờ mất gương. + Mỗi tầng 2 phòng ngủ rộng, sạch sẽ thoáng mát, nhà hai mặt thoáng nên phòng nào cũng có 2 cửa sổ thoáng. + Sổ đỏ chính chủ, giao dịch ngay. LH: Em Sơn  0989 693 ***  để được tư vấn xem nhà miễn phí. Cảm ơn quý khách đã xem và đọc tin.",07/11/2024,17/11/2024,"13,8 tỷ",38 m²,4 phòng,Sổ đỏ,N/A,N/A,5 m,4 tầng,N/A,N/A,N/A,Tin thường,41459180
"Bán nhà phân lô ô tô tránh, vỉa hè Nguyễn Hoàng, 60m2, 4 tầng, 2 mặt đường, 3 mặt thoáng","Đường Nguyễn Hoàng, Phường Mai Dịch, Cầu Giấy, Hà Nội","Chính chủ cần bán nhà phân lô công ty xây lắp điện 2, thông 3 đường Nguyễn Hoàng, Đồng Bát, Trần Bình. - Diện tích sổ 48m², xây dựng 60m², 4 tầng. - Vị trí nhà đẹp, 2 mặt đường trước sau ô tô tránh, dừng đỗ ngày đêm, 3 mặt thoáng vĩnh viễn, - Khu vực dân trí cao, an ninh tốt, có thể đi vào từ 3 đường khác nhau, Nguyễn Hoàng, Trần Bình, Đồng Bát. - Nhà thiết kế đẹp, có ô chờ thang máy, mỗi tầng 2 phòng, thoáng sáng. - Vị trí cách đường chính 10m, 100m ra bệnh viện, 200m ra bến xe, TTTM, chợ,... Giá 13,8 tỷ. Liên hệ  0984 090 ***",10/11/2024,20/11/2024,"13,8 tỷ",60 m²,N/A,N/A,N/A,N/A,4 tầng,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,Tin thường,41376682
"Bán nhà riêng tại phố Trần Quốc Hoàn, 13,8 tỷ, 40,2m2, 6PN + 5WC/PT 0828 555 ***","Phố Trần Quốc Hoàn, Phường Dịch Vọng, Cầu Giấy, Hà Nội","Nằm tại vị trí đắc địa trên phố Trần Quốc Hoàn, phường Dịch Vọng, cầu Giấy, Hà Nội, căn nhà 5 tầng này mang đến không gian sống lý tưởng cho gia đình hoặc nhà đầu tư. Với diện tích 40,2m², nhà có 6PN + 5 WC/PT, thiết kế tiện nghi và hiện đại, phù hợp cho nhu cầu sinh hoạt đa dạng. * Điểm nổi bật. - Cấu trúc: 6PN + 5 WC/PT, tạo không gian thoải mái cho cả gia đình. - Nội thất cơ bản bao gồm điều hòa, giường, tủ lạnh, giúp bạn có thể dọn vào ở ngay. - Ngõ vào rộng 12m, thuận tiện cho việc di chuyển và đỗ xe ô tô. - Mặt tiền 4m, thích hợp cho việc kinh doanh hoặc cho thuê. - Pháp lý đầy đủ, đảm bảo quyền lợi cho khách hàng. Khu vực xung quanh phát triển mạnh mẽ, gần nhiều tiện ích như trường học, bệnh viện, và các trung tâm thương mại, mang đến cuộc sống thuận tiện và dễ dàng cho cư dân. Để biết thêm thông tin chi tiết và được tư vấn miễn phí, vui lòng liên hệ Phú qua số điện thoại  0828 555 ***",08/11/2024,18/11/2024,"13,8 tỷ","40,2 m²",5 tầng,6 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,4 m,12 m,5 phòng,N/A,N/A,Tin thường,41469178
"Bán nhà phân lô số 5C9 ngõ 261 Trần Quốc Hoàn, phân lô, ô tô tránh 5 tầng, 13.8 tỷ","Số 5C9 ngõ 261, Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","Bán nhà phân lô khu TT đại học Ngoại Ngữ, phố Trần Quốc Hoàn. Nhà có diện tích diện tích sổ 36,1m², mặt tiền 3,56m, diện tích xây dựng 40x5, 5 tầng; trước nhà ôtô tránh (ngõ rộng 5,5m), có khe thoáng phía sau, cách đường Phạm Văn Đồng 20m. Nhà dân xây. Tầng 1: Thông sàn gara,. Wc. Tầng 2: Thông sàn Phòng khách, phòng ăn. T3: Tầng 1 phòng, 1 wc và khoảng không. T4,5: Mỗi tầng 2 phòng, 1 vệ sinh. Tum trên cùng. Nhà nằm trong khu vực dân trí cao, an ninh tốt, giao thông đi lại thuận tiện, tiện cho thuê văn phòng, căn hộ. Gần các trường học C1,2,3 Nguyễn Bỉnh Khiêm, trường cấp 3 Nguyễn Tất Thành, trường cấp 3 chuyên Ngoại Ngữ, trường cấp 3 chuyên Sư Phạm, Nghĩa Tân, Tô Hiệu, ĐH Sư Phạm 1, ĐH Quốc Gia, HV Báo Chí và Tuyên Truyền, Siêu thị Metro, Trung tâm thương mại IPH, Rạp CVG, Đường Vành Đai 3 trên cao. Sổ đỏ chính chủ cất két, giao nhà ngay, giá bán 13.8 tỷ. Ưu tiên người mua trực tiếp. Anh em môi giới cần liên hệ qua zalo giúp nhé,. Liên hệ: Không 936613995.",28/10/2024,12/11/2024,"13,8 tỷ","36,1 m²",Nam,Nam,5 phòng,5 phòng,"3,56 m","5,5 m",5 tầng,Sổ đỏ/ Sổ hồng,N/A,Tin thường,41343738
Bán nhà phố Nguyễn Hoàng DTSD 60m2 - 2 mặt ngõ ô tô tránh - 3 mặt thoáng,"Đường Đồng Bát, Phường Mai Dịch, Cầu Giấy, Hà Nội","Bán nhà phố Nguyễn Hoàng  tổng diện tích sử dụng 60m². - Nhà đẹp có 2 mặt ngõ trước sau + lô góc = 3 mặt thoáng: 2 mặt ô tô tránh nhau thoải mái - Nhà 5 tầng, cầu thang giữa, mỗi tầng 2 phòng rộng  - Nhà có 3 mặt thoáng nên vô cùng thoáng sáng, tất cả các phòng đều có cửa sổ hoặc ban công. - Vị trí rất đẹp gần cả 3 mặt phố: Nguyễn Hoàng, Đồng Bát, Trần Bình. Gần trường học, siêu thị, ngân hàng, bến xe, chợ...... Tiện ích đầy đủ - Thuộc khu phân lô, an ninh và dân trí cao. - Vị trí đẹp để ở, làm văn phòng công ty, kinh doanh buôn bán - Sổ đỏ chính chủ, pháp lý rõ ràng. Chủ nhà thiện chí bán. - Tặng giấy phép xây dựng 8 tầng.  - Giá 13,8 tỷ - Liên hệ: Em Hà  0965 368 ***",09/11/2024,19/11/2024,"13,8 tỷ",60 m²,N/A,N/A,N/A,N/A,Sổ đỏ/ Sổ hồng,Đầy đủ,N/A,N/A,N/A,Tin thường,41027150
"(Hàng hiếm2) 200m2 3PN duy nhất Cầu Giấy, sổ chính chủ, giá nhỉnh 13,8 tỷ, LH xem nhà 0936 203 ***","Dự án Luxury Park Views, Phường Yên Hòa, Cầu Giấy, Hà Nội","Chính chủ gửi bán thiện chí căn hiếm Cầu Giấy 300m² do nhu cầu không ở đến. - Thiết kế 200m². - 3PN 3VS và sổ chính chủ. - Slot xe đầy đủ 2 cái. - Giá bán chưa bao gồm nội thất 13,8 tỷ. - Anh chị cần tham quan trực tiếp or thông tin cụ thể xin gọi qua Hotline  0936 203 *** . Miễn Trung gian.",10/11/2024,20/11/2024,"13,8 tỷ",200 m²,3 phòng,3 phòng,Cơ bản,N/A,Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin thường,39355265
"Giảm sốc! Phân lô Hoàng Cầu, Đống Đa, ô tô tránh, kinh doanh, 50m, mt4, chào 13.9 tỷ thương lượng","Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội","Gia đình bán gấp, vị trí hiếm, phân lô Hoàng Cầu, Trần Quang Diệu, Đống Đa, Hào Nam, Thái Hà, Cát Linh, thiện trí bán nhanh trong năm. Vị trí cực đẹp, tiện ích xung quanh đầy đủ: Trường học, siêu thị, chợ, nhà hàng, mặt ngõ thông kinh doanh, hai thoáng trước sau, cực gần phố, xem là mê. Trung tâm Đống Đa, khu vực hiếm nhà bán, cách mặt phố Hào Nam vài bước chân, dân trí xung quanh rất cao. Thiết kế cơ bản mỗi tầng 2 phòng, wc giữa. Tổng 4 phòng ngủ, chủ mới có thể tu sửa lắp thang máy, nhà chủ từ đầu giao dịch thuận tiện giá hợp lý. Sổ đỏ vuông đẹp, sẵn sàng giao dịch ngay. Liên hệ: Em Phong dẫn xem nhà trực tiếp, cam kết làm việc chính chủ.",06/11/2024,17/11/2024,"13,9 tỷ",50 m²,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,6 m,4 phòng,N/A,N/A,Tin thường,41451301
Nhà đẹp phố Xã Đàn 46m2 7T thang máy 13.9 tỷ thông ô tô vỉa hè 3m kinh doanh tặng nội thất tiền tỷ,"Phố Xã Đàn, Phường Nam Đồng, Đống Đa, Hà Nội","+ Chính chủ gửi bán nhà phân lô đẹp nhất Xã Đàn, TT của TP Hà Nội kết nối các quận Hoàn Kiếm, Đống Đa, Hai Bà Trưng. + Trước nhà vỉa hè rộng 3m, ngõ trải nhựa rộng 6m đỗ xe oto thoải mái, cây xanh cực kỳ thoáng mát, môi trường lý tưởng, kinh doanh đa dạng. + Ngõ thông các ngả Phạm Ngọc Thạch, Đặng Văn Ngữ, Xã Đàn, Ô Chợ Dừa giao thông vô cùng thuận tiện! + Nhà do chủ tự thiết kế nên rất ấn tượng và phong cách, toàn nội thất sịn, nhập khẩu, thang máy kính tốc độ cao. - Chủ để lại đồ nội thất cực đẹp, thiết kế đẳng cấp, chỉ mang đj 1 vài đồ điện tử tivi phòng khách. Và máy sấy quần áo, đồ cổ bầy trang trí, + Tầng 1: Bếp, khách, + Tầng 2 phòng khách, ban công. + Tầng 3.4.5 phòng ngủ + wc. + Tầng 6,7 phòng thờ, sân phơi cây cảnh view đẹp, phòng thay đồ. + Trên có tum. Sổ đỏ chính chủ vuông đẹp, nở hậu cực kỳ đẹp. + Giá chào 13.9 tỷ (có TL). + Quý khách hàng có nhu cầu liên hệ Đức Toàn chuyên nhà đất khu vực Đống Đa. SĐT:  0868 972 *** . (Tư vấn đầu tư, hồ sơ pháp lý, vay vốn ngân hàng, làm sổ 24/7). Trân trọng cảm ơn!",06/11/2024,16/11/2024,"13,9 tỷ",46 m²,7 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Chủ thiết kế nội thất hiện đại tiền tỷ,4 m,6 m,4 phòng,N/A,N/A,Tin thường,41001255
"Bán nhà mặt phố kinh doanh sầm uất, phường Láng Hạ, quận Đống Đa","Đường Láng, Phường Láng Hạ, Đống Đa, Hà Nội","Nhà mặt phố đường Láng, phường Láng Hạ, quận Đống Đa. Vị Trí đắc địa, kinh doanh đa dạng, dân cư sầm uất. Diện tích 52m², xây 4 tầng, thiết kế vừa ở vừa kinh doanh bán hàng. Nội thất đầy đủ, bền đẹp. Sổ đỏ vuông đẹp, không cầm cố. Gia chủ có tuổi, bán đi chuyển về sống cùng con cháu. Giá bán thiện chí. Liên hệ: Anh Trường  0901 725 *** . Cảm ơn đã xem tin.",08/11/2024,18/11/2024,"13,9 tỷ",52 m²,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,20 m,4 phòng,N/A,N/A,Tin thường,41200906
Bán nhà gần hồ Hoàng Cầu Đặng Tiến Đông ô tô tránh DT rộng thoáng trung tâm Đống Đa 73m 13.9tỷ,"Đường Đặng Tiến Đông, Phường Quang Trung, Đống Đa, Hà Nội",- Bán nhà gần Hồ Hoàng Cầu - Đặng Tiến Đông - ô tô tránh - nhà thoáng - khu dân cư văn minh - đầu tư giữ tiền hay xây toà nhà rất tuyệt vời. - 73m - 4m mt - 13.9tỷ (có TL). - Sổ đỏ chính chủ. - Ib để biết thêm thông tin.,07/11/2024,17/11/2024,"13,9 tỷ",73 m²,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,N/A,4 m,6 m,3 phòng,N/A,N/A,Tin thường,40270639
"Giá hợp lý Gia Đình bán căn hộ cao cấp view Hồ Thành Công Green Diamond 93 Láng Hạ 146m2, 4PN, 3WC","Green Diamond 93 Láng Hạ, Láng Hạ, Láng Hạ, Đống Đa, Hà Nội","- Căn hộ trên tầng cao, góc ban công cả phòng ngủ và phòng khách, tất cả các phòng đều thoáng sáng, view hồ Thành Công. - Diện tích 146m², 4PN, 3WC. - Vị trí trung tâm quận Đống Đa. - Tiện ích đẳng cấp. - Dự án có 3 tầng TTTM, Siêu Thị, Bể Bơi bốn mùa Tầng 7.  - Giá : 13.9 tỷ. Liên hệ em Bằng:  0971 099 ***",07/11/2024,22/11/2024,"13,9 tỷ",146 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,N/A,N/A,4 phòng,3 phòng,N/A,N/A,N/A,Tin thường,41242304
"Quá gấp rồi! Bán nhà phân lô, ngõ 9, Trần Quốc Hoàn, Cầu Giấy, 62m2, mặt tiền 5m, 13.9 tỷ","Ngõ 9, Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","Phân lô mặt ngõ - Trần Quốc Hoàn 62m² xây dựng giá bán rẻ nhất khu vực kinh doanh nội thất full gỗ. Vị trí: Mặt ngõ kinh doanh, phân lô ô tô tránh, chạy vòng quanh nhà, thông tứ tung Nguyễn Phong Sắc, Phan Văn Trường, Cầu Giấy, Phạm Tuấn Tài. Thiết kế: Nhà xây dựng 4 tầng, với mặt tiên hơn 5m, thoáng sáng, gồm 6phòng ngủ, 1 phòng master, phòng thờ sân phơi tại tầng 4, tầng 1 có thể để 2 ô tô, nội thất gỗ nhập khẩu, cùng thiết bị hiện đại. Tiện ích: Giá cạnh tranh, chủ thiện chí bán, cần giao dịch gấp, mặt ngõ kinh doanh diện tích rộng mặt tiền to, hiếm có khó tìm. Pháp lý: Nhà sổ vuông vắn, pháp lý sạch sẵn sàng giao dịch. Liên hệ: Em Phong Cầu Giấy tư vấn, hỗ trợ sổ đỏ trao tay.",02/11/2024,12/11/2024,"13,9 tỷ",62 m²,4 tầng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,5 m,6 m,7 phòng,N/A,N/A,Tin thường,37074913
